"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TSUN"
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-21",,"2.31",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-22",,"0.01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-23",,"0.05",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-24",,"0.01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-25",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-26",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-27",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-28",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-29",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-04-30",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-01",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-02",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-03",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-04",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-05",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-06",,"0.00",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-07",,"0.01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-08",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-09",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-10",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-11",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-12",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-13",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-14",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-15",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-18",,,,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-19",,"0.03",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-20",,"0.01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-21",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-22",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-23",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-24",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-25",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-26",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-27",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-28",,"0.57",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-29",,"0.01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-30",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-05-31",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-02",,,,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-03",,"0.38",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-04",,"0.01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-05",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-08",,,,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-09",,"0.16",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-10",,"0.13",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-11",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-12",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-13",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-14",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-15",,"0.52",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-22",,,,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-23",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-24",,"0.02",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-25",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-26",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-27",,"0.00","0.0",,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-29",,,,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2015-06-30",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-01",,"0.00",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-02",,"0.00",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-03",,"0.00",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-04",,"0.98","1.5","0.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-05",,"0.00",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-06",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-07",,"0.04","0.8","0.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-08",,"0.00","0.0","0.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-09",,"0.03","0.8","1.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-10",,"0.00","0.0","1.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-11",,"0.00","0.0","1.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-12",,"0.00","0.0","0.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-13",,"0.34","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-14",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-15",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-16",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-17",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-18",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-19",,"1.64","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-20",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-21",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-22",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-23",,"0.00",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-24",,"0.75","7.5","7.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-25",,"0.06","0.0","5.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-26",,"0.00","0.3","5.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-27",,"0.26","3.4","8.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-28",,"0.00","0.0","7.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-29",,"0.00","0.0","7.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-30",,"0.13","1.4","7.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-01-31",,"0.00","0.0","7.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-01",,"0.00","0.0","7.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-02",,"1.03","8.5","14.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-03",,"0.19","1.5","14.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-04",,"0.00","0.0","14.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-05",,"0.00","0.0","13.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-06",,"0.00","0.0","13.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-07",,"0.00","0.0","13.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-08",,"0.01","0.2","12.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-09",,"0.05","0.0","11.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-10",,"0.17","1.3","12.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-11",,"0.00","0.0","11.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-12",,"0.00","0.0","11.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-13",,"0.00","0.0","11.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-14",,"0.00","0.0","11.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-15",,"0.07","1.4","11.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-16",,"0.00","0.0","11.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-17",,"0.03","1.4","12.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-18",,"0.00","0.5","12.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-19",,"0.00","0.0","12.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-20",,"0.00","0.0","12.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-21",,"0.00","0.0","11.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-22",,"0.49","4.3","15.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-23",,"0.00","0.0","15.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-24",,"0.00","0.0","15.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-25",,"0.00","0.0","14.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-26",,"0.00","0.0","14.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-27",,"0.04","0.5","14.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-02-28",,"0.00","0.0","14.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-01",,"0.00","0.0","14.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-02",,"0.30","3.0","16.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-03",,"0.00","0.0","16.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-04",,"0.50","1.5","17.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-05",,"0.34","0.8","16.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-06",,"0.20","2.4","19.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-07",,"0.00","0.0","17.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-08",,"0.00","0.0","17.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-09",,"0.00","0.0","16.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-10",,"0.00","0.0","14.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-11",,"0.31","0.0","12.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-12",,"0.00","0.0","10.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-13",,"0.00","0.0","10.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-14",,"0.24","0.0","9.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-15",,"0.50","0.0","6.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-16",,"0.00","0.0","5.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-17",,"0.00","0.0","5.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-18",,"0.03","0.0","4.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-19",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-20",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-21",,"0.33","3.8","4.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-22",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-23",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-24",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-25",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-26",,"0.06","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-27",,"0.88","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-28",,"0.02",,"0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-29",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-30",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-03-31",,"0.01","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-01",,"0.25","0.6","0.5",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-02",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-03",,"0.00",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-04",,"0.17",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-05",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-06",,"0.01","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-07",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-08",,"0.29",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-09",,"0.03",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-10",,"0.31","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-11",,"0.03","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-12",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-13",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-14",,"0.02",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-15",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-16",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-17",,"0.12",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-18",,"0.01","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-19",,"0.00",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-20",,"0.07",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-21",,"1.42","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-22",,"0.08",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-23",,"0.06",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-24",,"0.02","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-25",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-26",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-27",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-28",,"0.00",,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-29",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-04-30",,"0.00","0.0","0.0",,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-05-01",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-05-02",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-05-03",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-05-04",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-05-05",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-05-06",,"0.01","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-05-08",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-05-09",,"0.00","0.0",,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2015-05-16",,,,"0.0",,
